Name,Phone,Address,Website,Category,Keyword,Location,TimeZone,IdStatus
"Koby, Faith",9518494052,"45885 Porter StBanning, CA 92220",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8889914657,"1851 Cable StSan Diego, CA 92107",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7074625400,"444 N State StUkiah, CA 95482",https://www.coldwellbanker.com/coldwell-banker-mendo-realty-5459c/ukiah-office-167145d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cbre,3105502500,"2000 Avenue Of The Stars Ste 800Los Angeles, CA 90067",https://www.cbre.com/offices/corporate/los-angeles,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Re/Max,7602884072,"13582 Mountain Top DrDesert Hot Springs, CA 92240",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Keenan Dick Realtor,8054893400,"369 Village Glen DrArroyo Grande, CA 93420",https://www.allcentralcoastcahomes.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6307237590,"101 Morris St Ste 100Sebastopol, CA 95472",https://sergiobarragan.cbintouch.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3105570333,"2999 Overland Ave Ste 104Los Angeles, CA 90064",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
The Klabin Company,3103299000,"19700 S Vermont AveTorrance, CA 90502",https://www.klabin.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cushman & Wakefield,3105561805,"10250 Constellation BlvdLos Angeles, CA 90067",https://www.cushmanwakefield.com/en/united-states/offices/west-los-angeles,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax Napa Valley,7072562310,"780 Trancas StNapa, CA 94558",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7149909990,"514 E Lambert RdBrea, CA 92821",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9256348500,"1120 2nd St Ste 121Brentwood, CA 94513",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
CENTURY 21 Troop Real Estate of Thousand Oaks,8187060400,"137 E Thousand Oaks BlvdThousand Oaks, CA 91360",http://www.troop.com/,"Real Estate Agents, Real Estate Rental Service",Real Estate,CA,PST,Lead
Remax,5103394100,"2070 Mountain BlvdOakland, CA 94611",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Dak Realty,2137497040,"1233 S San Pedro StLos Angeles, CA 90015",http://dakrealty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Select Group Real Estate Services,5302371800,"437 Century Park DrYuba City, CA 95991",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Remax,7149904711,"568 S Brea BlvdBrea, CA 92821",http://remax.com/homes-for-sale/ca/brea,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9098619835,"1200 S Diamond Bar Blvd Ste 101Diamond Bar, CA 91765",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9166815112,"8011 Elsie AveSacramento, CA 95828",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Lee & Associates,9254606200,"5890 Stoneridge Dr Ste 210Pleasanton, CA 94588",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,6504747000,"530 El Camino RealRedwood City, CA 94063",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,8552034389,"4444 Mission BlvdSan Diego, CA 92109",http://coastalpro.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8059273834,"702 Main StCambria, CA 93428",http://www.coldwellbanker.com/office/id/1087,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4156826666,"1390 Noriega StSan Francisco, CA 94122",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Prudential California Realty,7078694210,"16315 Main StGuerneville, CA 95446",http://prudential.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Mark Shaw Real Estate - RE/MAX Accord Real Estate Broker,9252505591,"3390 Mt Diablo BlvdLafayette, CA 94549",https://markshawrealtor.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Prudential California Realty / Escalon,2092222040,"1410 California StEscalon, CA 95320",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Colliers International-Nick Kavayiotidis,5104741001,"3775 Beacon Ave Ste 200Fremont, CA 94538",http://www.loopnet.com/Profile/13931052381/Nick-Kavayiotidis,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
AnMar Properties,8188987413,"523 S Brand Blvd Ste 101San Fernando, CA 91340",http://arcaneproperties.net/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9164382610,"5886 S Land Park DrSacramento, CA 95822",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,2097452399,"330 S Lincoln WayGalt, CA 95632",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"Socoa Partners, Inc.",9515412669,"28690 Old Town Front St Ste 360bTemecula, CA 92590",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Martindale Commercial Real Estate Inc.,6269142755,"216 N Glendora Ave Ste 200Glendora, CA 91741",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker Premier Real Estate,8056883200,"2933 Grand Ave Unit DLos Olivos, CA 93441",http://www.cbpremieronline.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8187007799,"18429 Nordhoff StNorthridge, CA 91325",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6262411920,"165 E Foothill BlvdArcadia, CA 91006",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Pacheco Smith-Harris Properties,3234665358,"8560 W Sunset Blvd Ste 3rdWest Hollywood, CA 90069",http://www.hollywoodhillsrealestatemarket.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
MDA REALTY & FINANCIAL,8052644663,"604 E Ocean Ave Ste BLompoc, CA 93436",,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Homes At Tahoe,5302081029,"3141 Us Highway 50 Suite A-2South Lake Tahoe, CA 96150",http://www.homesattahoe.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Southland Realty Advisors Inc,3104421414,"12121 Wilshire BlvdLos Angeles, CA 90025",http://cjcuevas.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9095985151,"20633 Amar Rd Ste 1Walnut, CA 91789",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Clearview Homes,7609122714,"8100 California City BlvdCalifornia City, CA 93505",https://clearviewhomesinc.com/contact-us,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,2092232276,"836 N State Highway 49-88Jackson, CA 95642",http://www.coldwellbanker-amador.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,9252429000,Serving theCA Area,http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5629452221,"15025 Whittier Blvd Ste AWhittier, CA 90603",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,3104565888,"22917 Pacific Coast HwyMalibu, CA 90265",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8189952424,"15490 Ventura BlvdSherman Oaks, CA 91403",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,3239068383,"2150 Hillhurst AveLos Angeles, CA 90027",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9252536300,Serving theCA Area,https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Hillside-Graham Matthews,8188464700,Serving theCA Area,http://www.gram4re.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Search-SanDiegoRealEstate.com,8582050145,"1237 Camino Del MarDel Mar, CA 92014",http://www.search-sandiegorealestate.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Segal Real Estate,8314228864,"820 Park Row Suite 537Salinas, CA 93901",http://www.segalrealestate.com/,"Real Estate Agents, Real Estate Loans",Real Estate,CA,PST,Lead
Re/Max,3108082228,"17540 Rainsbury AveCarson, CA 90746",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax Gold Selma,5598980937,"1948 High StSelma, CA 93662",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6197372126,"16236 San Dieguito RdRancho Santa Fe, CA 92091",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9498375700,"27742 Vista Del Lago Ste 1Mission Viejo, CA 92692",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6263222900,"17578 Colima RdRowland Heights, CA 91748",http://www.irnrealty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8055202600,"1919 Williams StSimi Valley, CA 93065",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6269632050,"134 N Glendora AveGlendora, CA 91741",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Academe Real Estate and Property Management,8054610888,"6575 Morro RdAtascadero, CA 93422",http://www.academerealestate.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Remax,7603738282,"8187 California City BlvdCalifornia City, CA 93505",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,7142020011,"2929 E Imperial Hwy Ste 270Brea, CA 92821",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,7144000111,"505 N Euclid StAnaheim, CA 92801",http://www.higherstandardsrealestate.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Allied Brokers,9259394242,"2005 Mt Diablo BlvdWalnut Creek, CA 94596",http://remax.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Horizon Properties,9169617368,"7806 Madison Ave Ste 150Fair Oaks, CA 95628",http://www.horizonproperties.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Castle Mike Realtor,8315881988,"1500 41st Ave , Suite 100Capitola, CA 95010",http://www.mikecastle.com/,"Real Estate Agents, Real Estate Appraisers",Real Estate,CA,PST,Lead
Re/Max,3105141364,"28901 S Western Ave Ste 135Rancho Palos Verdes, CA 90275",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,3109704000,"15901 Hawthorne Blvd Ste 260Lawndale, CA 90260",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Frank Howard Allen Realtors,4153813000,"1204 Strawberry VlgMill Valley, CA 94941",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
SCRE Inc. Commercial Real Estate Services,9512007683,"41690 Ivy St Ste BMurrieta, CA 92562",,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Coldwell Banker,5104861495,"1495 Shattuck AveBerkeley, CA 94709",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9253314100,"5829 Lone Tree WayAntioch, CA 94531",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker Premier Real Estate,8055447884,"689 Tank Farm Rd Ste 230San Luis Obispo, CA 93401",http://www.cbpremieronline.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,2093346717,"18826 N Lower Sacramento RdWoodbridge, CA 95258",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Meridian Group Real Estate Management,8056922500,"5290 Overpass RdSanta Barbara, CA 93111",http://www.meridiangrouprem.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,9094655050,"13065 Peyton Dr Ste AChino Hills, CA 91709",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Your Palm Springs Agent .com,7608081128,"Palm Springs, CA 92263",,"Real Estate Agents, Relocation Service",Real Estate,CA,PST,Lead
Remax,6505927111,"1940 Ralston AveBelmont, CA 94002",http://www.larrymueller.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,5624933004,"6695 E Pacific Coast Hwy Ste 150Long Beach, CA 90803",https://real-estate-specialists-long-beach-ca.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Maddox Realty,3239383601,"5200 W Pico BlvdLos Angeles, CA 90019",,"Real Estate Agents, Real Estate Rental Service",Real Estate,CA,PST,Lead
Coldwell Banker,4154016300,"4157 24th StSan Francisco, CA 94114",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8055823278,"1424 Madera RdSimi Valley, CA 93065",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Seagate Properties,4159565100,"44 Montgomery St Ste 1650San Francisco, CA 94104",http://seagateproperties.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,7603759500,"860 N China Lake Blvd Ste DRidgecrest, CA 93555",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
PS Business Parks,9494547662,"22722 Lambert St Ste 1707Lake Forest, CA 92630",http://www.psbusinessparks.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,5306736614,"890 Richland RdYuba City, CA 95991",http://www.cbcyc.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4086568276,"8050 Santa Teresa BlvdGilroy, CA 95020",https://www.coldwellbanker.com/coldwell-banker-realty-12607c/gilroy-office-359279d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,6263355181,"1156 E Route 66Glendora, CA 91740",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3104597511,"1515 Palisades DrPacific Palisades, CA 90272",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"Pullen, Richard",8055786530,"4100 Guardian StSimi Valley, CA 93063",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Candice Han - Coldwell Banker Sky Ridge Realty,9092247789,"27206 State Highway 189Blue Jay, CA 92317",https://candicehanrealtor.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Leslie Lee Re/Max Ocean West,8055282020,"1400 3rd StLos Osos, CA 93402",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Del Mar Realtors,3108342644,"541 W Pacific Coast HwyWilmington, CA 90744",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7074337244,"412 Healdsburg AveHealdsburg, CA 95448",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3104554111,"120 S Topanga Canyon Blvd Ste 108Topanga, CA 90290",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Gold Coast Property Management,8058324075,"3550 Harbor BlvdOxnard, CA 93035",http://www.remax.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Continental Realty Advisors,9492210975,"2691 Richter Ave Ste 126Irvine, CA 92606",,"Real Estate Agents, Real Estate Appraisers",Real Estate,CA,PST,Lead
Coldwell Banker,9512534050,"32395 Clinton Keith Rd Ste 15Wildomar, CA 92595",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cusick Realty,8056501885,"4732-A Telephone RdVentura, CA 93003",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Re/Max,2098324316,"240 Mount Hamilton DrTracy, CA 95376",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,9496406188,"3 Corporate Plaza DrNewport Beach, CA 92660",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
CB Richard Ellis,8185014389,"10 Universal City PlzUniversal City, CA 91608",http://cbre.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,8056441242,"117 N 10th StSanta Paula, CA 93060",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,5306449500,"6454 Pony Express Trl Ste 25Pollock Pines, CA 95726",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Real Estate Consulting and Services Inc.,7149073449,"827 E Civic Center DrSanta Ana, CA 92701",http://www.consultnserve.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,7076445244,"3429 Broadway St Ste C2American Canyon, CA 94503",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8314223443,"362 Main StSalinas, CA 93901",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker Premier Real Estate,8059341000,"2540 Professional PkwySanta Maria, CA 93455",http://www.cbpremieronline.com/,"Real Estate Agents, Real Estate Developers",Real Estate,CA,PST,Lead
Coldwell Banker,8059690900,"1498 E Valley RdSanta Barbara, CA 93108",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Raybon Inc,9094671500,"1047 W 6th StOntario, CA 91762",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,5103394700,"6137 La Salle AveOakland, CA 94611",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
I & G Direct Real Estate,4154213700,"580 California StSan Francisco, CA 94104",https://www.createworkforce.org/contact,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
The Bridgeport Company,9258242888,"2303 Camino Ramon Ste 201San Ramon, CA 94583",http://www.bridgeportco.com/,"Real Estate Agents, Real Estate Referral & Information Service",Real Estate,CA,PST,Lead
Re Max Real Estate Center Stockton,2099572500,"2333 W March LnStockton, CA 95207",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,8054944663,"2860 E Thousand Oaks BlvdThousand Oaks, CA 91362",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5597345831,"610 W Main StVisalia, CA 93291",http://www.coldwellbanker.com/office/id/672077,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8882169257,"740 Garden View Ct Ste 100Encinitas, CA 92024",http://kw.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,2097852543,"14 Obyrnes Ferry RdCopperopolis, CA 95228",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8182401111,"801 N Brand BlvdGlendale, CA 91203",http://www.americanreal.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8318842526,"3155 Ocean TerMarina, CA 93933",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9163731663,"155 15th StWest Sacramento, CA 95691",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Prudential California Realty / Benicia,7077455400,"801 1st StBenicia, CA 94510",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Reliable Realty,9516969090,"28544 Old Town Front St Ste 205Temecula, CA 92590",http://www.teamreliablerealty.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,3239385700,"933 Crenshaw BlvdLos Angeles, CA 90019",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
K R Homes Inc,9512713640,"1141 Pomona RdCorona, CA 92882",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Realty World Santa Clara Valley,4083701000,"3993 Stevens Creek BlvdSanta Clara, CA 95051",http://realtyworld.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Capital City Real Estate,9163388200,"5247 Elkhorn Blvd Ste ASacramento, CA 95842",http://realtyworld.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
RE/MAX Realty Select,7175264300,"648 Santa Cruz AveMenlo Park, CA 94025",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
BLUE SKY REAL ESTATE CENTER,8663702583,"4959 Palo Verde St Ste 103a-4Montclair, CA 91763",http://www.bluesky-rec.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
David R. Hughes & Associates,7079949940,"14330 Lakeshore DrClearlake, CA 95422",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,6503244456,"1377 El Camino RealMenlo Park, CA 94025",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6504405076,"496 1st St Ste 100Los Altos, CA 94022",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Fuller Real Estate,9252908305,"1983 2nd StLivermore, CA 94550",http://fullerrealestate.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Chatoff Properties,7079946600,"14808 Olympic DrClearlake, CA 95422",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Del Mar Realty Partners,8582139999,"12909 Caminito Del CantoDel Mar, CA 92014",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,5623341500,"8255 Firestone BlvdDowney, CA 90241",http://kw.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max Gold Coast Realtors,8059888989,"1300 Eastman AveVentura, CA 93003",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9169720212,"440 Drake CirSacramento, CA 95864",http://www.jgibsongroup.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Keller Williams Realty,5306744300,"1110 Civic Center BlvdYuba City, CA 95993",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
REMAX Solutions,8889914657,"7835 Highland Village Pl # D106San Diego, CA 92129",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
The Irvine Company,9496444117,"630 Newport Center DrNewport Beach, CA 92660",http://www.mychargepoint.net/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Jr Rouse Real Estate,8312773464,"719 Lighthouse AvePacific Grove, CA 93950",https://www.jrrouse.com/property/ML81926502,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Colliers International,5592211271,"7485 N Palm Ave Ste 110Fresno, CA 93711",http://www.colliers.com/FRESNO,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
"Kit Larson Real Estate, Inc.",2099318121,"Stockton, CA 95209",http://metrolistmls.com/rlarskit.htm,"Real Estate Agents, Real Estate Appraisers",Real Estate,CA,PST,Lead
Feather River Properties,5305332141,"681 Oro Dam Blvd EOroville, CA 95965",http://www.featherriverproperties.net/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker Grass Roots Realty,5302737293,"855 Sutton WayGrass Valley, CA 95945",http://www.nevadacounty4sale.com/,"Real Estate Agents, Real Estate Developers",Real Estate,CA,PST,Lead
Contra Costa Properties,9256870111,"950 Detroit Ave Ste 2AConcord, CA 94518",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,9163542155,"14670 Cantova WayRancho Murieta, CA 95683",http://www.zetabroadband.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Pacific Coastal Properties,8587933600,"731 S Highway 101Solana Beach, CA 92075",http://www.pacificcoastalproperties.net/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Re/Max,5307561212,"408 G StDavis, CA 95616",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,6267200002,"711 Fair Oaks Ave Ste OSouth Pasadena, CA 91030",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax Associates,9255132050,"2453 Discovery Bay BlvdDiscovery Bay, CA 94505",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Burke Commercial Real Estate,5104651600,"360 17th St Ste 202Oakland, CA 94612",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Tami Saner & Associates Keller Williams Realty,9164176162,"548 Gibson Dr Ste 200Roseville, CA 95678",http://placercountyproperties.kwrealty.com/,"Real Estate Agents, Investments",Real Estate,CA,PST,Lead
"The Dahm Team Real Estate Company, Inc.",7603378600,"1450 Broadway AveEl Centro, CA 92243",http://thedahmteam.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,3234620867,"119 N Larchmont BlvdLos Angeles, CA 90004",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE-Max Gold,8884076374,Serving theCA Area,,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
